k_line,orient_line,coor_x_1,coor_y_1,coor_x_2,coor_y_2
392,2,-13.9346749523184,21.5211283338669,-13.9346749523184,-11.0312701886664
393,2,-13.8346749523184,21.5211283338669,-13.8346749523184,-11.0312701886664
394,2,-13.7346749523184,21.5211283338669,-13.7346749523184,-11.0312701886664
395,2,-13.6346749523184,21.5211283338669,-13.6346749523184,-11.0312701886664
396,2,-13.5346749523184,21.5211283338669,-13.5346749523184,-11.0312701886664
397,2,-13.4346749523184,21.5211283338669,-13.4346749523184,-11.0312701886664
398,2,-13.3346749523184,21.5211283338669,-13.3346749523184,-11.0312701886664
399,2,-13.2346749523184,21.5211283338669,-13.2346749523184,-11.0312701886664
400,2,-13.1346749523184,21.5211283338669,-13.1346749523184,-11.0312701886664
401,2,-13.0346749523184,21.5211283338669,-13.0346749523184,-11.0312701886664
402,2,-12.9346749523184,21.5211283338669,-12.9346749523184,-11.0312701886664
403,2,-12.8346749523184,21.5211283338669,-12.8346749523184,-11.0312701886664
404,2,-12.7346749523184,21.5211283338669,-12.7346749523184,-11.0312701886664
405,2,-12.6346749523184,21.5211283338669,-12.6346749523184,-11.0312701886664
406,2,-12.5346749523184,21.5211283338669,-12.5346749523184,-11.0312701886664
407,2,-12.4346749523184,21.5211283338669,-12.4346749523184,-11.0312701886664
408,2,-12.3346749523184,21.5211283338669,-12.3346749523184,-11.0312701886664
409,2,-12.2346749523184,21.5211283338669,-12.2346749523184,-11.0312701886664
410,2,-12.1346749523184,21.5211283338669,-12.1346749523184,-11.0312701886664
411,2,-12.0346749523184,21.5211283338669,-12.0346749523184,-11.0312701886664
412,2,-11.9346749523184,21.5211283338669,-11.9346749523184,-11.0312701886664
413,2,-11.8346749523184,21.5211283338669,-11.8346749523184,-11.0312701886664
414,2,-11.7346749523184,21.5211283338669,-11.7346749523184,-11.0312701886664
415,2,-11.6346749523184,21.5211283338669,-11.6346749523184,-11.0312701886664
416,2,-11.5346749523184,21.5211283338669,-11.5346749523184,-11.0312701886664
417,2,-11.4346749523184,21.5211283338669,-11.4346749523184,-11.0312701886664
418,2,-11.3346749523184,21.5211283338669,-11.3346749523184,-11.0312701886664
419,2,-11.2346749523184,21.5211283338669,-11.2346749523184,-11.0312701886664
420,2,-11.1346749523184,21.5211283338669,-11.1346749523184,-11.0312701886664
421,2,-11.0346749523184,21.5211283338669,-11.0346749523184,-11.0312701886664
422,2,-10.9346749523184,21.5211283338669,-10.9346749523184,-11.0312701886664
423,2,-10.8346749523184,21.5211283338669,-10.8346749523184,-11.0312701886664
424,2,-10.7346749523184,21.5211283338669,-10.7346749523184,-11.0312701886664
425,2,-10.6346749523184,21.5211283338669,-10.6346749523184,-11.0312701886664
426,2,-10.5346749523184,21.5211283338669,-10.5346749523184,-11.0312701886664
427,2,-10.4346749523184,21.5211283338669,-10.4346749523184,-11.0312701886664
428,2,-10.3346749523184,21.5211283338669,-10.3346749523184,-11.0312701886664
429,2,-10.2346749523184,21.5211283338669,-10.2346749523184,-11.0312701886664
430,2,-10.1346749523184,21.5211283338669,-10.1346749523184,-11.0312701886664
431,2,-10.0346749523184,21.5211283338669,-10.0346749523184,-11.0312701886664
432,2,-9.93467495231839,21.5211283338669,-9.93467495231839,-11.0312701886664
433,2,-9.83467495231839,21.5211283338669,-9.83467495231839,-11.0312701886664
434,2,-9.73467495231839,21.5211283338669,-9.73467495231839,-11.0312701886664
435,2,-9.63467495231839,21.5211283338669,-9.63467495231839,-11.0312701886664
436,2,-9.53467495231839,21.5211283338669,-9.53467495231839,-11.0312701886664
437,2,-9.43467495231839,21.5211283338669,-9.43467495231839,-11.0312701886664
438,2,-9.33467495231839,21.5211283338669,-9.33467495231839,-11.0312701886664
439,2,-9.23467495231839,21.5211283338669,-9.23467495231839,-11.0312701886664
440,2,-9.13467495231839,21.5211283338669,-9.13467495231839,-11.0312701886664
441,2,-9.03467495231839,21.5211283338669,-9.03467495231839,-11.0312701886664
442,2,-8.93467495231839,21.5211283338669,-8.93467495231839,-11.0312701886664
443,2,-8.83467495231839,21.5211283338669,-8.83467495231839,-11.0312701886664
444,2,-8.73467495231839,21.5211283338669,-8.73467495231839,-11.0312701886664
445,2,-8.63467495231839,21.5211283338669,-8.63467495231839,-11.0312701886664
446,2,-8.53467495231839,21.5211283338669,-8.53467495231839,-11.0312701886664
447,2,-8.43467495231839,21.5211283338669,-8.43467495231839,-11.0312701886664
448,2,-8.33467495231839,21.5211283338669,-8.33467495231839,-11.0312701886664
449,2,-8.23467495231839,21.5211283338669,-8.23467495231839,-11.0312701886664
450,2,-8.13467495231839,21.5211283338669,-8.13467495231839,-11.0312701886664
451,2,-8.03467495231839,21.5211283338669,-8.03467495231839,-11.0312701886664
452,2,-7.93467495231839,21.5211283338669,-7.93467495231839,-11.0312701886664
453,2,-7.83467495231839,21.5211283338669,-7.83467495231839,-11.0312701886664
454,2,-7.73467495231839,21.5211283338669,-7.73467495231839,-11.0312701886664
455,2,-7.63467495231839,21.5211283338669,-7.63467495231839,-11.0312701886664
456,2,-7.53467495231839,21.5211283338669,-7.53467495231839,-11.0312701886664
457,2,-7.43467495231839,21.5211283338669,-7.43467495231839,-11.0312701886664
458,2,-7.33467495231839,21.5211283338669,-7.33467495231839,-11.0312701886664
459,2,-7.23467495231839,21.5211283338669,-7.23467495231839,-11.0312701886664
460,2,-7.13467495231839,21.5211283338669,-7.13467495231839,-11.0312701886664
461,2,-7.03467495231839,21.5211283338669,-7.03467495231839,-11.0312701886664
462,2,-6.93467495231839,21.5211283338669,-6.93467495231839,-11.0312701886664
463,2,-6.83467495231839,21.5211283338669,-6.83467495231839,-11.0312701886664
464,2,-6.73467495231839,21.5211283338669,-6.73467495231839,-11.0312701886664
465,2,-6.63467495231839,21.5211283338669,-6.63467495231839,-11.0312701886664
466,2,-6.53467495231839,21.5211283338669,-6.53467495231839,-11.0312701886664
467,2,-6.43467495231839,21.5211283338669,-6.43467495231839,-11.0312701886664
468,2,-6.33467495231839,21.5211283338669,-6.33467495231839,-11.0312701886664
469,2,-6.23467495231839,21.5211283338669,-6.23467495231839,-11.0312701886664
470,2,-6.13467495231839,21.5211283338669,-6.13467495231839,-11.0312701886664
471,2,-6.03467495231839,21.5211283338669,-6.03467495231839,-11.0312701886664
472,2,-5.93467495231839,21.5211283338669,-5.93467495231839,-11.0312701886664
473,2,-5.83467495231839,21.5211283338669,-5.83467495231839,-11.0312701886664
474,2,-5.73467495231839,21.5211283338669,-5.73467495231839,-11.0312701886664
475,2,-5.63467495231839,21.5211283338669,-5.63467495231839,-11.0312701886664
476,2,-5.53467495231839,21.5211283338669,-5.53467495231839,-11.0312701886664
477,2,-5.43467495231839,21.5211283338669,-5.43467495231839,-11.0312701886664
478,2,-5.33467495231839,21.5211283338669,-5.33467495231839,-11.0312701886664
479,2,-5.23467495231839,21.5211283338669,-5.23467495231839,-11.0312701886664
480,2,-5.13467495231839,21.5211283338669,-5.13467495231839,-11.0312701886664
481,2,-5.03467495231839,21.5211283338669,-5.03467495231839,-11.0312701886664
482,2,-4.93467495231839,21.5211283338669,-4.93467495231839,-11.0312701886664
483,2,-4.83467495231839,21.5211283338669,-4.83467495231839,-11.0312701886664
484,2,-4.73467495231839,21.5211283338669,-4.73467495231839,-11.0312701886664
485,2,-4.63467495231839,21.5211283338669,-4.63467495231839,-11.0312701886664
486,2,-4.53467495231839,21.5211283338669,-4.53467495231839,-11.0312701886664
487,2,-4.43467495231839,21.5211283338669,-4.43467495231839,-11.0312701886664
488,2,-4.33467495231839,21.5211283338669,-4.33467495231839,-11.0312701886664
489,2,-4.23467495231839,21.5211283338669,-4.23467495231839,-11.0312701886664
490,2,-4.13467495231838,21.5211283338669,-4.13467495231838,-11.0312701886664
491,2,-4.03467495231839,21.5211283338669,-4.03467495231839,-11.0312701886664
492,2,-3.93467495231839,21.5211283338669,-3.93467495231839,-11.0312701886664
493,2,-3.83467495231839,21.5211283338669,-3.83467495231839,-11.0312701886664
494,2,-3.73467495231839,21.5211283338669,-3.73467495231839,-11.0312701886664
495,2,-3.63467495231838,21.5211283338669,-3.63467495231838,-11.0312701886664
496,2,-3.53467495231839,21.5211283338669,-3.53467495231839,-11.0312701886664
497,2,-3.43467495231839,21.5211283338669,-3.43467495231839,-11.0312701886664
498,2,-3.33467495231839,21.5211283338669,-3.33467495231839,-11.0312701886664
499,2,-3.23467495231839,21.5211283338669,-3.23467495231839,-11.0312701886664
500,2,-3.13467495231838,21.5211283338669,-3.13467495231838,-11.0312701886664
501,2,-3.03467495231839,21.5211283338669,-3.03467495231839,-11.0312701886664
502,2,-2.93467495231839,21.5211283338669,-2.93467495231839,-11.0312701886664
503,2,-2.83467495231839,21.5211283338669,-2.83467495231839,-11.0312701886664
504,2,-2.73467495231839,21.5211283338669,-2.73467495231839,-11.0312701886664
505,2,-2.63467495231838,21.5211283338669,-2.63467495231838,-11.0312701886664
506,2,-2.53467495231839,21.5211283338669,-2.53467495231839,-11.0312701886664
507,2,-2.43467495231839,21.5211283338669,-2.43467495231839,-11.0312701886664
508,2,-2.33467495231839,21.5211283338669,-2.33467495231839,-11.0312701886664
509,2,-2.23467495231839,21.5211283338669,-2.23467495231839,-11.0312701886664
510,2,-2.13467495231838,21.5211283338669,-2.13467495231838,-11.0312701886664
511,2,-2.03467495231839,21.5211283338669,-2.03467495231839,-11.0312701886664
512,2,-1.93467495231839,21.5211283338669,-1.93467495231839,-11.0312701886664
513,2,-1.83467495231839,21.5211283338669,-1.83467495231839,-11.0312701886664
514,2,-1.73467495231839,21.5211283338669,-1.73467495231839,-11.0312701886664
515,2,-1.63467495231838,21.5211283338669,-1.63467495231838,-11.0312701886664
516,2,-1.53467495231839,21.5211283338669,-1.53467495231839,-11.0312701886664
517,2,-1.43467495231839,21.5211283338669,-1.43467495231839,-11.0312701886664
518,2,-1.33467495231838,21.5211283338669,-1.33467495231838,-11.0312701886664
519,2,-1.23467495231839,21.5211283338669,-1.23467495231839,-11.0312701886664
520,2,-1.13467495231838,21.5211283338669,-1.13467495231838,-11.0312701886664
521,2,-1.03467495231839,21.5211283338669,-1.03467495231839,-11.0312701886664
522,2,-0.934674952318385,21.5211283338669,-0.934674952318385,-11.0312701886664
523,2,-0.834674952318384,21.5211283338669,-0.834674952318384,-11.0312701886664
524,2,-0.734674952318386,21.5211283338669,-0.734674952318386,-11.0312701886664
525,2,-0.634674952318385,21.5211283338669,-0.634674952318385,-11.0312701886664
526,2,-0.534674952318387,21.5211283338669,-0.534674952318387,-11.0312701886664
527,2,-0.434674952318385,21.5211283338669,-0.434674952318385,-11.0312701886664
528,2,-0.334674952318384,21.5211283338669,-0.334674952318384,-11.0312701886664
529,2,-0.234674952318386,21.5211283338669,-0.234674952318386,-11.0312701886664
530,2,-0.134674952318385,21.5211283338669,-0.134674952318385,-11.0312701886664
531,2,-0.0346749523183867,21.5211283338669,-0.0346749523183867,-11.0312701886664
532,2,0.0653250476816147,21.5211283338669,0.0653250476816147,-11.0312701886664
533,2,0.165325047681616,21.5211283338669,0.165325047681616,-11.0312701886664
534,2,0.265325047681614,21.5211283338669,0.265325047681614,-11.0312701886664
535,2,0.365325047681615,21.5211283338669,0.365325047681615,-11.0312701886664
536,2,0.465325047681613,21.5211283338669,0.465325047681613,-11.0312701886664
537,2,0.565325047681615,21.5211283338669,0.565325047681615,-11.0312701886664
538,2,0.665325047681616,21.5211283338669,0.665325047681616,-11.0312701886664
539,2,0.765325047681614,21.5211283338669,0.765325047681614,-11.0312701886664
540,2,0.865325047681615,21.5211283338669,0.865325047681615,-11.0312701886664
541,2,0.965325047681613,21.5211283338669,0.965325047681613,-11.0312701886664
542,2,1.06532504768161,21.5211283338669,1.06532504768161,-11.0312701886664
543,2,1.16532504768162,21.5211283338669,1.16532504768162,-11.0312701886664
544,2,1.26532504768161,21.5211283338669,1.26532504768161,-11.0312701886664
545,2,1.36532504768162,21.5211283338669,1.36532504768162,-11.0312701886664
546,2,1.46532504768161,21.5211283338669,1.46532504768161,-11.0312701886664
547,2,1.56532504768161,21.5211283338669,1.56532504768161,-11.0312701886664
548,2,1.66532504768162,21.5211283338669,1.66532504768162,-11.0312701886664
549,2,1.76532504768161,21.5211283338669,1.76532504768161,-11.0312701886664
550,2,1.86532504768162,21.5211283338669,1.86532504768162,-11.0312701886664
551,2,1.96532504768161,21.5211283338669,1.96532504768161,-11.0312701886664
552,2,2.06532504768161,21.5211283338669,2.06532504768161,-11.0312701886664
553,2,2.16532504768162,21.5211283338669,2.16532504768162,-11.0312701886664
554,2,2.26532504768161,21.5211283338669,2.26532504768161,-11.0312701886664
555,2,2.36532504768162,21.5211283338669,2.36532504768162,-11.0312701886664
556,2,2.46532504768161,21.5211283338669,2.46532504768161,-11.0312701886664
557,2,2.56532504768161,21.5211283338669,2.56532504768161,-11.0312701886664
558,2,2.66532504768162,21.5211283338669,2.66532504768162,-11.0312701886664
559,2,2.76532504768161,21.5211283338669,2.76532504768161,-11.0312701886664
560,2,2.86532504768162,21.5211283338669,2.86532504768162,-11.0312701886664
561,2,2.96532504768161,21.5211283338669,2.96532504768161,-11.0312701886664
562,2,3.06532504768161,21.5211283338669,3.06532504768161,-11.0312701886664
563,2,3.16532504768162,21.5211283338669,3.16532504768162,-11.0312701886664
564,2,3.26532504768161,21.5211283338669,3.26532504768161,-11.0312701886664
565,2,3.36532504768162,21.5211283338669,3.36532504768162,-11.0312701886664
566,2,3.46532504768161,21.5211283338669,3.46532504768161,-11.0312701886664
567,2,3.56532504768161,21.5211283338669,3.56532504768161,-11.0312701886664
568,2,3.66532504768162,21.5211283338669,3.66532504768162,-11.0312701886664
569,2,3.76532504768161,21.5211283338669,3.76532504768161,-11.0312701886664
570,2,3.86532504768162,21.5211283338669,3.86532504768162,-11.0312701886664
571,2,3.96532504768161,21.5211283338669,3.96532504768161,-11.0312701886664
572,2,4.06532504768161,21.5211283338669,4.06532504768161,-11.0312701886664
573,2,4.16532504768162,21.5211283338669,4.16532504768162,-11.0312701886664
574,2,4.26532504768161,21.5211283338669,4.26532504768161,-11.0312701886664
575,2,4.36532504768162,21.5211283338669,4.36532504768162,-11.0312701886664
576,2,4.46532504768161,21.5211283338669,4.46532504768161,-11.0312701886664
577,2,4.56532504768161,21.5211283338669,4.56532504768161,-11.0312701886664
578,2,4.66532504768162,21.5211283338669,4.66532504768162,-11.0312701886664
579,2,4.76532504768161,21.5211283338669,4.76532504768161,-11.0312701886664
580,2,4.86532504768162,21.5211283338669,4.86532504768162,-11.0312701886664
581,2,4.96532504768161,21.5211283338669,4.96532504768161,-11.0312701886664
582,2,5.06532504768161,21.5211283338669,5.06532504768161,-11.0312701886664
583,2,5.16532504768162,21.5211283338669,5.16532504768162,-11.0312701886664
584,2,5.26532504768161,21.5211283338669,5.26532504768161,-11.0312701886664
585,2,5.36532504768162,21.5211283338669,5.36532504768162,-11.0312701886664
586,2,5.46532504768161,21.5211283338669,5.46532504768161,-11.0312701886664
587,2,5.56532504768161,21.5211283338669,5.56532504768161,-11.0312701886664
588,2,5.66532504768162,21.5211283338669,5.66532504768162,-11.0312701886664
589,2,5.76532504768161,21.5211283338669,5.76532504768161,-11.0312701886664
590,2,5.86532504768162,21.5211283338669,5.86532504768162,-11.0312701886664
591,2,5.96532504768161,21.5211283338669,5.96532504768161,-11.0312701886664
592,2,6.06532504768161,21.5211283338669,6.06532504768161,-11.0312701886664
593,2,6.16532504768162,21.5211283338669,6.16532504768162,-11.0312701886664
594,2,6.26532504768161,21.5211283338669,6.26532504768161,-11.0312701886664
595,2,6.36532504768162,21.5211283338669,6.36532504768162,-11.0312701886664
596,2,6.46532504768161,21.5211283338669,6.46532504768161,-11.0312701886664
597,2,6.56532504768161,21.5211283338669,6.56532504768161,-11.0312701886664
598,2,6.66532504768162,21.5211283338669,6.66532504768162,-11.0312701886664
599,2,6.76532504768161,21.5211283338669,6.76532504768161,-11.0312701886664
600,2,6.86532504768162,21.5211283338669,6.86532504768162,-11.0312701886664
601,2,6.96532504768161,21.5211283338669,6.96532504768161,-11.0312701886664
602,2,7.06532504768161,21.5211283338669,7.06532504768161,-11.0312701886664
603,2,7.16532504768162,21.5211283338669,7.16532504768162,-11.0312701886664
604,2,7.26532504768161,21.5211283338669,7.26532504768161,-11.0312701886664
605,2,7.36532504768162,21.5211283338669,7.36532504768162,-11.0312701886664
606,2,7.46532504768161,21.5211283338669,7.46532504768161,-11.0312701886664
607,2,7.56532504768161,21.5211283338669,7.56532504768161,-11.0312701886664
608,2,7.66532504768162,21.5211283338669,7.66532504768162,-11.0312701886664
609,2,7.76532504768161,21.5211283338669,7.76532504768161,-11.0312701886664
610,2,7.86532504768162,21.5211283338669,7.86532504768162,-11.0312701886664
611,2,7.96532504768161,21.5211283338669,7.96532504768161,-11.0312701886664
612,2,8.06532504768161,21.5211283338669,8.06532504768161,-11.0312701886664
613,2,8.16532504768162,21.5211283338669,8.16532504768162,-11.0312701886664
614,2,8.26532504768161,21.5211283338669,8.26532504768161,-11.0312701886664
615,2,8.36532504768162,21.5211283338669,8.36532504768162,-11.0312701886664
616,2,8.46532504768161,21.5211283338669,8.46532504768161,-11.0312701886664
617,2,8.56532504768161,21.5211283338669,8.56532504768161,-11.0312701886664
618,2,8.66532504768162,21.5211283338669,8.66532504768162,-11.0312701886664
619,2,8.76532504768161,21.5211283338669,8.76532504768161,-11.0312701886664
620,2,8.86532504768162,21.5211283338669,8.86532504768162,-11.0312701886664
621,2,8.96532504768161,21.5211283338669,8.96532504768161,-11.0312701886664
622,2,9.06532504768161,21.5211283338669,9.06532504768161,-11.0312701886664
623,2,9.16532504768162,21.5211283338669,9.16532504768162,-11.0312701886664
624,2,9.26532504768161,21.5211283338669,9.26532504768161,-11.0312701886664
625,2,9.36532504768162,21.5211283338669,9.36532504768162,-11.0312701886664
626,2,9.46532504768161,21.5211283338669,9.46532504768161,-11.0312701886664
627,2,9.56532504768161,21.5211283338669,9.56532504768161,-11.0312701886664
628,2,9.66532504768162,21.5211283338669,9.66532504768162,-11.0312701886664
629,2,9.76532504768161,21.5211283338669,9.76532504768161,-11.0312701886664
630,2,9.86532504768162,21.5211283338669,9.86532504768162,-11.0312701886664
631,2,9.96532504768161,21.5211283338669,9.96532504768161,-11.0312701886664
632,2,10.0653250476816,21.5211283338669,10.0653250476816,-11.0312701886664
633,2,10.1653250476816,21.5211283338669,10.1653250476816,-11.0312701886664
634,2,10.2653250476816,21.5211283338669,10.2653250476816,-11.0312701886664
